Token	Score
 used 	12194.1859
bar	12193.7375
mb	12193.0182
ish 	12180.9900
to b	12170.3466
work	12163.0705
ld	12156.0673
tre	12147.2663
 all	12146.6134
eli	12145.4965
hin	12144.8254
e to	12141.7368
al s	12141.6301
one four 	12128.9351
sing 	12120.2641
tt	12114.3205
unt	12113.6143
univers	12112.8915
 the d	12104.7487
s with	12098.8539
ever	12095.7843
ding	12088.1687
for t	12086.9640
of b	12076.2917
four zero 	12064.7858
y in 	12053.8004
many	12026.1989
a f	12023.5261
bel	12018.4331
shi	12017.3003
den	12013.4336
ked 	12004.5501
to re	12003.0479
n p	12002.7812
in p	11991.2195
stat	11991.1442
gh	11988.9736
a re	11983.0825
uch 	11978.8045
line	11976.9752
rc	11974.9769
the h	11972.4233
 one one 	11965.4554
ys 	11963.8418
ized 	11953.9783
ied 	11953.4729
ero zero	11949.7360
eight zero	11945.2428
genera	11942.0972
n one nine	11941.4505
ud	11933.0936
r of 	11931.4648
ex	11921.1410
as th	11920.5793
late	11920.2417
lat	11920.0586
the pr	11911.9816
rom	11910.3789
a m	11910.3125
years	11906.4650
ime	11903.4965
lt	11903.4888
ont	11903.4531
ona	11899.3421
ina	11895.6966
ban	11891.1015
 thi	11884.2736
 system 	11876.6461
world	11868.4137
eat	11868.3067
ide 	11862.1684
you 	11859.8778
 and c	11858.1965
rie	11856.9660
r c	11854.5375
os 	11850.7287
br	11843.9168
governme	11843.8354
there 	11842.0000
 two ze	11840.6288
ed a 	11835.9069
ay	11835.6861
series 	11830.8706
enc	11830.6937
major 	11830.0281
three zero	11826.8108
various 	11813.0960
 j	11811.6709
cr	11800.7239
gar	11796.5029
that th	11780.7663
or a	11780.1689
 were	11773.6199
t in 	11769.5752
 cons	11765.0588
one three 	11762.4557
z 	11757.7937
era	11754.6476
s were	11751.8374
y b	11751.5214
s one nine	11745.7286
nine seve	11739.3729
ls	11731.3163
and f	11725.3282
r b	11721.9266
o one 	11712.1538
here	11709.5001
ful 	11707.1876
ring	11707.0310
ii 	11701.3711
point 	11693.5484
 res	11692.5955
produc	11680.1040
 about 	11676.2896
 fe	11672.5895
ly s	11668.5830
ue 	11664.9850
als	11660.3289
y p	11650.9754
represent	11650.3926
one s	11649.4931
rom 	11642.5604
ger	11642.3002
he t	11625.2571
ib	11623.4153
and b	11622.3898
 for th	11619.1498
ong 	11612.8375
 sh	11612.3855
s l	11606.9906
president 	11606.1255
political 	11598.8315
ta 	11589.9116
y and	11582.0950
s in th	11581.7333
external 	11581.0359
nes 	11579.3584
 br	11574.0619
the first	11569.8975
o t	11552.2375
r th	11552.1605
arly 	11545.3296
nd the 	11522.1094
s g	11518.0321
anc	11513.6533
ple 	11508.3443
t of	11493.8680
s have 	11493.3140
 use	11492.1494
ness 	11487.7759
against 	11466.7968
ations	11464.2730
ret	11463.6834
cho	11461.4161
differen	11459.0469
met	11457.7910
independen	11450.2301
hen	11448.4131
 can	11445.6074
mal	11445.3475
rti	11443.5162
tal 	11436.6398
hu	11435.8035
s or 	11430.1457
lis	11429.4310
sse	11424.3118
since 	11419.9455
ang	11419.5447
written 	11419.2342
e was 	11415.8430
much 	11402.0534
president	11401.3217
ne six 	11399.5834
 ad	11398.5212
rds 	11389.8900
power	11380.6183
 one five 	11371.9163
 ri	11370.1682
 a c	11363.5458
 one eig	11361.1604
 also	11357.9090
e ca	11356.3769
ling	11354.6022
population	11354.3979
d p	11353.0771
 one seven	11352.8130
qu	11349.4515
ong	11348.6243
using 	11344.6888
pu	11343.1087
 in one	11330.3843
s on	11327.1738
t e	11320.1513
an i	11303.0406
form 	11295.3791
a r	11287.3805
 one zero	11280.4550
rat	11276.3642
a d	11275.3631
ua	11274.7081
nine three	11269.3801
 state	11266.6826
ed in the 	11261.6362
include	11258.4616
ion o	11253.1366
one five	11250.5824
ara	11238.0642
nine two 	11236.7467
if	11234.1914
nly 	11233.0793
hen 	11229.0014
now 	11228.0811
public	11222.7792
d o	11219.7599
ing o	11212.1881
dia	11211.4405
see	11211.0657
east 	11207.6399
tim	11199.0055
es t	11193.7968
cent	11191.1107
 a p	11190.4033
ff	11190.3022
 to be 	11185.2123
or s	11180.7511
whic	11159.5160
the mo	11158.1366
tradition	11154.6030
 int	11152.1276
pp	11149.7011
qua	11148.8993
to c	11143.3670
universi	11140.7929
 although 	11127.7440
y i	11123.1748
eight one 	11109.5191
 universit	11107.8669
l and 	11107.4163
 as the 	11107.3019
ko	11096.6254
th century	11085.6829
modern 	11083.9159
sen	11080.3823
mil	11080.1487
edi	11075.2914
five zero	11074.5639
either 	11070.3873
ed and 	11067.9150
s is 	11064.6682
n a 	11057.9702
lon	11056.2129
 and i	11052.4694
eople 	11048.2525
lic	11041.3698
ating 	11028.9140
sco	11023.8161
g the 	11023.5998
if 	11017.9220
nta	11014.8289
ice	11014.8091
ave	11011.9288
count	11000.1393
 gr	10996.5158
is th	10987.6800
sin	10987.4848
stan	10984.8404
ws 	10983.8144
cont	10983.8142
tar	10978.7173
 called 	10974.0876
 the n	10972.9553
fin	10970.8331
 the g	10969.6465
in c	10969.6386
by a	10968.3938
s n	10965.9969
mit	10965.9184
reat	10965.1312
uc	10962.7612
act 	10962.3526
f a	10961.8680
west 	10960.3381
one one	10960.1072
s on 	10953.8903
iv	10953.1541
r o	10946.6659
ould 	10941.3674
ner 	10941.0031
in the s	10936.8743
 sc	10932.8572
the de	10926.6578
nds 	10925.7075
he e	10919.2091
ine eight 	10918.4779
ing i	10913.5658
then 	10907.5102
m a	10903.5738
 wor	10902.6066
sing	10899.2230
 zero z	10898.4710
hel	10890.4584
one eig	10888.1691
three one 	10884.9789
 language	10883.4445
ell 	10880.8768
e zero	10873.9317
history	10868.1934
and in	10860.4590
rou	10858.3604
ner	10858.3093
ale	10855.2176
 can 	10852.3199
vers	10842.3218
ita	10841.3525
ft 	10840.7173
rn	10834.6407
s fo	10831.7823
oa	10831.4014
lla	10830.7527
r p	10825.1106
ity	10822.0663
ces	10821.2144
of f	10821.1537
especially	10819.7856
point	10819.6841
game 	10812.7196
tive	10808.2079
r i	10806.9271
to p	10801.9072
ini	10799.6304
bility 	10796.9858
light	10787.0003
tho	10786.2342
ath	10784.2922
an o	10783.0482
t m	10780.9085
jewish 	10780.7131
hor	10780.2726
two five 	10775.9407
nne	10773.9719
sha	10772.6049
ile 	10771.0383
tions	10758.5785
n an	10756.6719
being	10755.3766
tes	10753.1346
particular	10751.7197
would	10739.0239
oni	10735.7828
nde	10734.8108
isbn zero 	10733.1823
 often 	10725.0509
rch	10721.0219
sol	10720.8723
zero z	10715.8464
gr	10713.8921
 of m	10706.8369
 history 	10705.4135
play	10700.7118
nd a	10692.3877
een 	10686.1520
e n	10683.3025
 people	10681.2430
per 	10680.8501
important 	10678.2547
ence	10675.5594
 part	10674.7263
ming 	10674.3481
number	10673.8839
ians 	10666.7422
 over	10663.8894
internatio	10663.8802
ici	10657.5286
group 	10655.9992
emi	10654.6229
including	10652.5637
heir 	10650.9164
es and	10646.8995
es in 	10645.4950
e of the	10641.2721
oun	10635.4928
such a	10634.4330
right 	10633.9215
n w	10628.8362
fro	10625.1987
 the o	10620.1125
h s	10618.5508
 but	10614.3754
ne four 	10611.0325
 have	10610.2818
number of 	10608.2629
ne two 	10603.1860
 under	10601.1160
o th	10583.2176
fer	10576.7323
long	10575.9900
 cr	10574.5643
al c	10573.9891
ration 	10567.7894
 because 	10563.4151
ust	10555.1613
according 	10549.7419
d one nine	10547.4029
a w	10546.2584
for exampl	10541.8885
ert	10540.5728
ger 	10538.2714
omp	10537.9004
number 	10530.7085
ew	10521.7849
mes 	10518.5006
hree	10517.3308
ed o	10516.2897
 being 	10514.7735
 fro	10513.7392
 cont	10510.9502
ation of	10510.2671
air	10510.1337
of h	10509.2118
ty	10506.7577
and h	10505.0540
eu	10496.3221
n and	10493.0615
family 	10490.0992
ya	10476.0913
mis	10469.3694
 who	10468.1861
bor	10463.1084
who	10462.9864
direct	10462.7261
t one 	10461.5634
d that 	10459.9723
fou	10453.7506
oth	10453.2949
ound	10453.2302
uri	10446.4071
nor	10444.9692
n in 	10444.9072
 first	10437.9372
ed by the	10436.9619
e three	10434.3172
ets 	10434.0943
develop	10431.4933
ol 	10429.7852
ative 	10424.2948
the in	10419.1232
left 	10414.4505
 gra	10411.2973
ed as 	10409.3667
comm	10405.2599
consider	10403.2612
given 	10402.5389
d m	10401.0274
cen	10393.3603
d with 	10390.8967
 ac	10385.5974
 form	10382.8603
s such as	10379.1904
zero five 	10372.7990
and d	10363.0367
ese	10358.9847
 while 	10358.9347
 of p	10358.4665
arm	10358.0308
mathematic	10354.6016
enti	10351.2534
pat	10349.8964
of i	10348.1080
zed 	10347.5864
ture 	10347.3213
rn 	10343.5095
of g	10342.0002
own	10338.7801
t p	10331.5462
field 	10328.7997
 to s	10327.2958
ne three 	10314.3773
the la	10312.6827
 and p	10311.1978
list of 	10309.2653
 character	10307.7688
t was 	10306.9470
an in	10306.4968
t of the 	10306.0656
n d	10302.0421
 one six 	10301.9392
histor	10299.7295
dr	10296.5729
and r	10289.4199
or the 	10282.3712
ing a 	10281.0543
d f	10277.6893
ju	10277.5235
six one 	10275.3458
book 	10275.2726
y to 	10274.5649
main	10272.5880
side	10265.2856
hea	10262.4433
ng the 	10259.0203
ship	10255.5901
 her	10252.3342
through	10250.7740
americ	10247.0006
 system	10246.4815
o zero ze	10244.1670
o c	10237.0108
 stat	10236.1801
do 	10232.3773
nic	10227.5874
stri	10223.4799
could 	10221.5970
 however	10221.4550
them 	10220.3573
had	10217.6363
lie	10215.1810
establish	10212.7870
function	10211.9468
 ni	10210.8350
s se	10208.9373
popular 	10208.7262
asi	10207.0918
old	10206.1743
 wo	10204.8260
ect	10198.7938
sometimes 	10194.7524
informatio	10194.5405
ne one 	10194.4125
one t	10190.2198
cri	10188.5791
my 	10181.8007
ern	10179.8024
cat	10176.5477
 british 	10164.0332
 time	10161.2668
ne seven	10159.7920
 comm	10155.6477
 an a	10151.5941
arr	10150.8742
he m	10148.3971
cre	10140.8761
ach	10140.7668
four one 	10140.0327
nine one	10136.8566
pt	10135.3773
l c	10131.3158
tion of	10125.9076
high 	10122.6323
ho 	10121.9771
in o	10121.6030
called	10119.7949
 one two 	10118.9375
he b	10117.7684
 as a	10115.7838
d in the 	10112.3134
al t	10111.7682
nclude	10108.9437
o b	10107.7950
bur	10103.5854
ary	10099.9411
eo	10092.4606
er and 	10092.2418
place 	10087.1813
place	10084.7609
 german	10080.6343
 with th	10079.3756
eb	10076.6488
s be	10075.3812
len	10072.9378
due to 	10072.0811
ing c	10071.0570
 during 	10068.0385
 whic	10063.7150
r e	10061.8469
tation 	10060.1661
plan	10057.9228
following 	10050.1772
wo zero	10046.9655
rge	10042.8384
ne nin	10040.2092
dec	10038.2387
ning	10035.7641
 tw	10025.5219
 was a	10024.2227
england 	10021.5227
new york 	10015.7957
unde	10012.9108
ins 	10008.4814
fter 	10007.3688
n f	10005.4027
large	9998.7670
languag	9995.8852
e one nin	9987.3669
d of 	9981.7588
western 	9981.1396
at t	9974.9801
a g	9973.8295
 pi	9970.2078
to d	9958.9942
del	9958.8328
go 	9952.2724
 dr	9951.5805
these	9943.2257
 that the	9942.7794
common 	9942.2702
y e	9941.8835
where	9940.3927
 these 	9939.0943
ism	9935.7188
in m	9934.1130
ora	9927.6974
high	9926.4564
e st	9925.8733
lor	9924.5884
mechani	9923.6425
philosoph	9919.6918
 the i	9917.7125
british	9916.9797
includ	9912.9455
 thr	9908.2715
 has	9905.1554
irst 	9905.0254
t d	9903.6653
ration	9898.9087
res 	9894.4484
try 	9888.3960
non 	9887.0027
stor	9886.7048
each	9882.9140
pres	9880.0811
s ca	9879.4606
 between	9876.3617
 language 	9875.8492
music	9872.6421
ach 	9871.4360
 qu	9869.8608
times 	9866.5108
church 	9866.1831
rate 	9864.6201
nationa	9863.2940
ens	9861.8354
to a 	9859.4751
h the 	9851.3602
ef	9848.3249
include 	9847.1575
for a 	9846.9640
without 	9846.6302
ters 	9844.2677
 french 	9843.7443
example 	9843.0222
e one	9839.4344
 ge	9836.0770
fied 	9830.5800
ated	9830.1906
rts 	9827.3307
e for	9824.8673
low 	9823.9423
es o	9817.3740
was the 	9803.5571
 on th	9803.1138
great 	9799.2353
 year	9795.8086
art 	9794.0362
sion	9789.4713
 of e	9781.5026
eth	9779.9856
well 	9777.4716
at a	9776.0013
las	9775.3801
fl	9772.0958
as t	9769.6000
rate	9759.3905
although	9759.3353
y m	9758.3415
christian	9757.7208
anti	9754.4030
five one 	9752.3312
 from th	9749.0661
zero s	9748.3501
 differen	9747.3334
l p	9745.8284
ala	9741.8744
e pr	9740.2952
ound 	9733.7380
nine zero	9733.3566
ace 	9732.1423
countries 	9730.0338
o p	9725.4346
win	9725.2836
e be	9724.4276
to e	9721.0979
rri	9719.7341
 zero one 	9719.6140
when	9717.7578
of his 	9717.2101
l t	9716.0074
r m	9711.2492
 ju	9704.1282
common	9703.2147
later	9702.8516
 such as 	9700.3032
and l	9697.3794
d by the 	9697.2049
t and	9695.9885
ts a	9691.4463
pe 	9687.1919
group	9682.6005
e fo	9673.7633
 ab	9669.1522
 new	9665.8962
still 	9653.9258
never 	9653.1972
as s	9653.0330
e la	9648.1974
and re	9646.3783
din	9643.4274
e four	9642.3504
come 	9640.3275
only	9640.3023
sm	9637.9033
second 	9636.3028
 mon	9635.8707
ed with	9629.7792
re a	9620.6932
la 	9618.7606
one zer	9614.8173
nge	9612.6887
 may 	9611.0687
tte	9607.5550
 that the 	9607.5356
right	9606.8206
large 	9603.7968
cted 	9601.1039
 design	9598.3236
dra	9593.4684
 trans	9582.3780
 nine nin	9579.2210
bal	9577.4556
m s	9577.1734
ever 	9576.9791
rem	9566.7486
ann	9565.6259
y d	9559.3872
imp	9554.0694
n r	9553.5737
he w	9551.4904
ional 	9550.2704
one two	9548.1458
ile	9546.6354
 nin	9545.9439
ing to 	9540.2701
ima	9537.7616
 the re	9528.8782
e for 	9528.1769
around 	9528.0991
gree	9526.1234
thr	9517.8914
 us	9509.1640
ngs 	9505.2495
science 	9504.1961
dy 	9502.5937
y co	9502.4185
ase 	9502.2325
ise	9500.1387
ng a	9498.7685
after the 	9497.3344
found	9495.8682
ment of 	9490.4676
ev	9489.7254
 became 	9484.2550
rep	9483.4024
lect	9481.9575
will	9472.6012
e five	9471.6550
of the p	9464.2394
n to 	9462.4050
individual	9461.3974
ability 	9461.2497
ura	9452.3366
ish	9452.0687
popular	9451.7730
zi	9449.5489
 nine eigh	9442.8971
example	9440.5314
nd the	9440.1178
human 	9435.5985
 is the	9434.1549
ity of 	9429.0730
there are 	9426.4805
ria	9426.4565
party 	9425.7984
u s 	9423.9327
european 	9416.8802
during	9416.0124
until 	9412.5732
ject	9409.5185
ing p	9409.1314
because	9408.5222
 external 	9403.8360
further 	9403.3359
 nine one 	9402.5488
seven one 	9401.5748
al p	9399.4692
es in	9398.6028
report	9395.5318
ed for 	9392.4981
 different	9389.0872
 into 	9385.8029
in two zer	9380.9675
require	9380.2925
it i	9374.6077
zero four 	9373.9493
developmen	9367.3093
ation o	9366.4361
 five zero	9364.7790
symbol	9362.9010
med	9362.1613
rr	9361.6746
can be	9351.4309
n re	9350.9461
e mo	9349.6744
just 	9348.5901
present	9347.0606
ged 	9343.7425
por	9341.0345
six four 	9340.6887
himself 	9340.1699
the fi	9333.3487
d by	9333.2798
bout 	9329.0146
logy 	9327.2376
it was	9326.5554
cts 	9325.6579
though 	9323.3392
one six	9316.1140
is c	9313.1703
 exp	9309.1186
y f	9305.6681
london 	9302.8506
ord	9302.4072
 in s	9300.7070
arch	9299.2808
reference	9299.0898
 cl	9299.0036
those 	9295.6534
bl	9290.1467
f s	9288.2425
ler 	9287.1446
ing of 	9285.7977
fr	9282.1596
t f	9281.6128
e si	9280.7151
ult	9262.2125
by t	9260.4128
very	9252.2503
char	9250.7204
e fi	9248.2879
a h	9243.9713
 and e	9242.9354
the st	9242.2280
ly t	9239.4204
rl	9236.0870
the ca	9234.3409
any	9232.8489
r in	9232.6707
 before 	9232.2911
 their	9232.2418
pan	9230.6824
y w	9228.6649
m the 	9226.0414
o m	9224.8837
d one 	9216.5653
rai	9214.1195
nder	9211.5186
e two	9209.9145
support	9207.4303
sur	9207.2928
hip 	9203.0218
of co	9201.8444
ie 	9198.1837
the con	9196.9635
tion o	9196.7264
ater 	9194.7030
 most	9191.2314
nine six	9190.4444
have been	9189.7125
 and m	9186.4438
rly 	9182.9016
 ke	9181.9782
 no 	9181.4954
ts of 	9176.7565
fu	9176.5068
water 	9175.7968
may be 	9175.3080
six five 	9174.1356
ui	9172.3235
law 	9171.6042
ham	9170.6916
ten 	9167.5615
human	9161.5403
 by the	9161.2442
often	9160.8953
e pro	9158.4459
ich 	9157.4476
on o	9154.8301
rk 	9151.7920
oll	9149.1401
 ja	9148.7082
onal	9148.0258
 states 	9147.3720
 at the	9146.1114
bro	9143.9808
 univers	9139.4010
united 	9137.5709
ization 	9137.5173
ed from 	9137.2912
 after	9134.7209
ed that 	9131.3388
g a	9127.3261
vis	9125.4556
fication 	9121.4693
san	9120.2193
 in a 	9119.0099
 zero s	9116.0003
nn	9108.6745
is p	9104.7013
the ba	9098.7886
in b	9095.8075
hed 	9094.9311
he f	9093.3632
 hea	9091.9771
an s	9091.4142
mos	9091.2533
cl	9087.6315
es i	9085.7520
zero one	9084.6261
 mu	9082.6108
dic	9080.3436
men 	9077.6307
ange	9071.4643
produce	9070.8805
considered	9069.7968
 i 	9067.1756
south 	9064.1646
that t	9063.2310
 more	9062.5234
 a m	9060.9388
ystem 	9060.8612
log	9057.8122
je	9057.2870
mic	9056.5137
 jo	9055.0088
sel	9054.6134
 nine zero	9054.0589
 mor	9054.0285
ors	9053.5603
 he was 	9053.3828
ced 	9051.0019
country 	9046.8510
call	9046.2708
film 	9044.0580
on and 	9039.5713
 where 	9038.8278
nd s	9034.4462
they	9026.0410
death 	9025.2031
computer 	9024.4982
great	9016.8664
vin	9015.2834
 war	9011.5210
ye	9010.0520
bb	9007.7602
see also	9006.3376
und 	9004.5877
ma 	8999.1184
ivi	8998.8843
h century 	8996.3026
rop	8995.2790
 min	8989.4510
seven zero	8981.7643
ey	8977.1618
im 	8976.8866
like	8972.3450
two four 	8971.4532
it has 	8969.9141
n co	8964.8399
ce of 	8963.7760
merican	8950.4429
lthough 	8949.4533
ak	8948.8985
s of a	8948.6647
za	8948.2508
december 	8946.4224
 rea	8945.6540
in f	8940.3144
north 	8938.2285
been	8937.4208
s in t	8936.7853
and co	8936.5984
cing 	8936.4075
famous 	8932.9952
ope	8932.8944
es s	8932.6723
wer 	8932.3947
the se	8931.9324
two two 	8930.9194
nine five	8928.2937
govern	8927.2473
political	8922.9740
o five 	8922.7280
 one four 	8922.6577
y re	8911.4756
in which 	8909.9915
d and	8905.1185
vie	8905.0997
 with a	8902.5645
e con	8902.4255
yo	8900.4675
six zero	8899.5746
d d	8899.3341
fre	8897.4677
 one s	8896.5176
the u	8895.7243
 during th	8895.5547
ise 	8893.6517
he re	8893.2007
 made 	8890.6230
than	8887.3667
one o	8886.9720
net	8886.2592
he r	8884.9474
 year 	8884.8856
official	8882.6258
ace	8879.5625
e eigh	8877.9301
rp	8875.8598
sive 	8874.2571
having 	8874.2139
he co	8872.5674
japanese 	8872.0461
ire	8870.3676
 for t	8867.9697
eight nine	8867.4618
ational 	8866.9330
 fiv	8866.5458
has been	8865.9873
d w	8865.4992
 str	8864.5898
ps	8864.4752
wing 	8864.2747
nd t	8863.1393
tation	8862.8119
nit	8862.6697
 ve	8862.5288
systems 	8860.3654
ern 	8859.4233
under the 	8858.3879
er t	8858.2070
y h	8857.8105
bas	8857.4313
fra	8856.2846
ade 	8854.5183
 war 	8852.3076
used	8851.5616
 governme	8849.7903
into	8849.5888
 spe	8844.3550
 the h	8837.1651
to have 	8834.3372
t w	8833.5926
nglish 	8825.9182
links 	8823.1359
two three 	8813.0091
groups 	8811.2291
cou	8809.9787
 for a	8809.3410
 large	8808.9178
 against 	8807.8419
found 	8807.6832
as well as	8805.8933
james 	8802.4592
ze 	8801.9924
small 	8799.8502
ual	8798.9503
 as the	8797.8800
design	8792.6502
 it is	8784.0370
d for 	8777.9500
unc	8774.2638
follow	8773.3005
you	8772.7198
 through 	8771.8375
 the w	8771.5045
ote	8770.9722
of l	8770.3187
hey 	8763.8237
gene	8762.6478
generally 	8758.7471
ack	8758.4589
r one 	8757.7733
list	8757.7575
tat	8757.0093
less	8754.3389
christ	8753.2717
usually	8749.3002
howeve	8749.2074
bc 	8748.6180
f t	8744.0530
more than 	8738.6458
d an	8737.7457
ty of 	8736.2542
ible 	8735.8677
s no	8733.6849
ecause 	8728.3080
r w	8716.8412
in one eig	8712.9640
of w	8712.2032
 both 	8711.0243
ht	8705.2548
cla	8704.9636
nsi	8702.7573
program	8699.1319
origin	8699.0740
cle	8698.2025
lls 	8696.4353
during t	8695.3243
come	8692.9926
 othe	8691.7591
 another 	8691.3195
ign	8691.1092
 if 	8684.9394
communi	8683.5403
published 	8681.7923
popula	8681.0214
 th centur	8680.6838
t zero 	8679.9333
s pr	8679.6230
syste	8679.5831
god 	8677.8943
da 	8675.5408
ly the 	8675.2915
e so	8673.9118
does not 	8671.2792
rre	8670.5649
that a	8670.0172
 there 	8669.6985
union 	8667.6127
in the c	8664.1076
ures 	8663.4136
process	8662.9002
nine four	8662.8332
 gu	8661.8639
into the 	8659.8036
let	8656.4800
there is 	8655.9175
ion a	8652.2181
rm	8647.9316
round 	8645.9935
there	8641.4240
nine eig	8640.1171
ny	8636.6729
one of th	8633.3219
r and	8631.1484
 a f	8629.9360
end 	8629.9335
d as 	8629.5466
 state 	8627.0214
 over 	8626.8200
characte	8620.2834
bin	8619.3587
languages 	8618.9244
 usually 	8617.4920
 will 	8615.9920
 whi	8615.0756
how 	8614.9303
nat	8613.5533
pha	8613.3279
 can be 	8612.9184
developed 	8612.6284
 object	8609.2268
s tha	8609.1052
e first 	8607.9968
house 	8607.6655
two one	8602.5953
presiden	8599.3064
 life 	8594.9208
gin	8594.8501
d h	8594.1017
while	8593.2933
ine nine	8592.5061
stic	8591.6298
several	8591.4344
had been 	8591.3585
ium 	8590.5736
set 	8587.9061
phi	8587.8180
 nine seve	8586.7777
nf	8586.4528
 through	8585.6406
dan	8580.8313
 world	8580.5633
 sho	8579.2981
ros	8577.4980
ne nine ni	8577.4421
 six zero 	8577.3814
ue	8576.2003
 two one 	8575.7536
ole	8575.0005
dd	8574.8421
 later 	8571.9269
d from 	8569.9405
distinct	8565.2663
between th	8564.6159
two eight 	8563.8373
little 	8563.2141
o three 	8558.8340
o two 	8556.2663
 work	8556.1223
ed in the	8553.8228
rs and 	8551.0322
ered 	8549.9944
ly re	8547.1253
 of the c	8546.6994
in e	8542.3180
ually 	8541.5007
fil	8539.4998
of d	8537.8061
he was	8537.1416
million 	8534.8690
sch	8532.0933
john	8531.5720
